Id,LotArea,OverallQual,1stFlrSF,GrLivArea,TotRmsAbvGrd,GarageCars,GarageArea,SalePrice
1284,9400,6,912,1824,8,0,0,139000
1285,9638,6,1699,2447,10,1,336,169000
1286,6000,6,825,1412,6,1,280,132500
1287,9790,6,1328,1328,6,2,528,143000
1288,36500,5,1582,1582,7,2,390,190000
1289,5664,8,1659,1659,5,2,499,278000
1290,11065,8,1120,1970,8,3,753,281000
1291,14112,5,1152,1152,6,2,484,180500
1292,1680,5,630,1302,6,1,264,119500
1293,6600,5,1378,2372,11,1,432,107500
1294,10140,7,832,1664,8,2,528,162900
1295,8172,5,864,864,5,2,572,115000
1296,8400,5,1052,1052,5,1,288,138500
1297,8700,5,1128,1128,6,2,525,155000
1298,3675,6,1072,1072,5,2,525,140000
1299,63887,10,4692,5642,12,2,1418,160000
1300,7500,5,1246,1246,6,1,305,154000
1301,10762,7,1005,1983,9,2,490,225000
1302,7500,6,753,1494,7,1,213,177500
1303,10120,8,1203,2526,8,3,844,290000
1304,8688,7,1616,1616,7,3,834,232000
1305,3363,7,976,1708,7,2,380,130000
1306,13173,9,1652,1652,6,2,840,325000
1307,6955,7,1368,1368,6,2,474,202500
1308,8072,5,990,990,5,2,480,138000
1309,12000,5,1122,1122,6,2,528,147000
1310,7153,6,1294,1294,6,2,496,179200
1311,17500,7,1902,1902,7,2,567,335000
1312,8814,7,1274,1274,6,2,508,203000
1313,9572,8,1453,2810,9,2,750,302000
1314,14774,9,1422,2599,10,3,779,333168
1315,8190,4,948,948,5,1,280,119000
1316,11075,6,1092,2112,9,2,576,206900
1317,10226,8,1630,1630,8,3,860,295493
1318,4230,7,1352,1352,5,2,466,208900
1319,14781,8,1787,1787,7,3,748,275000
1320,10215,4,948,948,5,1,248,111000
1321,8400,6,1478,1478,6,2,442,156500
1322,6627,3,720,720,4,1,287,72500
1323,10186,7,1061,1923,8,2,564,190000
1324,5330,4,708,708,5,0,0,82500
1325,9986,8,1795,1795,7,3,895,147000
1326,3636,4,796,796,5,0,0,55000
1327,4270,3,774,774,6,0,0,79000
1328,6600,5,816,816,5,1,264,130500
1329,10440,6,1584,2792,8,2,520,256000
1330,9084,7,955,1632,8,2,462,176500
1331,10000,8,1588,1588,7,3,825,227000
1332,10780,5,954,954,6,2,576,132500
1333,8877,4,816,816,3,1,288,100000
1334,7200,5,803,1360,6,1,297,125500
1335,2368,5,765,1365,7,2,440,125000
1336,9650,6,1334,1334,6,2,630,167900
1337,9246,5,1656,1656,8,2,506,135000
1338,4118,4,693,693,4,0,0,52500
1339,13450,7,920,1861,8,2,492,200000
1340,9560,5,864,864,5,1,288,128500
1341,8294,4,872,872,5,4,480,123000
1342,13695,6,1114,1114,6,2,576,155000
1343,9375,8,1284,2169,7,2,647,228500
1344,7558,6,1172,1913,9,2,342,177000
1345,11103,7,728,1456,8,2,440,155835
1346,6000,4,960,960,5,1,308,108500
1347,20781,7,2156,2156,9,2,508,262500
1348,15306,8,1776,1776,7,3,712,283463
1349,16196,7,1494,1494,5,2,514,215000
1350,5250,8,938,2358,8,0,0,122000
1351,11643,5,1338,2634,12,4,968,200000
1352,9247,6,858,1716,8,2,490,171000
1353,6000,6,786,1176,4,2,624,134900
1354,14720,8,2053,3238,9,3,666,410000
1355,10316,7,992,1865,7,3,839,235000
1356,10192,7,1222,1920,8,2,487,170000
1357,9477,5,892,892,5,1,264,110000
1358,12537,5,1078,1078,6,2,500,149900
1359,2117,6,769,1573,5,2,440,177500
1360,16737,9,1980,1980,8,3,770,315000
1361,9842,5,990,2601,8,2,621,189000
1362,16158,7,1530,1530,7,2,430,260000
1363,12513,4,1281,1738,7,1,368,104900
1364,8499,6,616,1412,6,2,432,156932
1365,3180,7,520,1200,4,2,480,144152
1366,7500,7,814,1674,7,2,663,216000
1367,9179,7,882,1790,7,2,588,193000
1368,2665,5,925,1475,6,1,336,127000
1369,4435,6,848,848,4,2,420,144000
1370,10635,8,1668,1668,8,2,502,232000
1371,5400,4,840,1374,6,1,338,105000
1372,9600,6,1661,1661,8,1,377,165500
1373,9750,7,1108,2097,8,2,583,274300
1374,11400,10,2633,2633,8,3,804,466500
1375,10625,7,1026,1958,9,3,936,250000
1376,10991,8,1571,1571,7,3,722,239000
1377,6292,6,790,790,4,1,160,91000
1378,10998,5,984,1604,6,2,660,117000
1379,1953,6,483,987,5,1,264,83000
1380,9735,5,754,1394,7,2,400,167500
1381,8212,3,864,864,5,1,200,58500
1382,12925,6,2117,2117,7,2,550,237500
1383,7200,7,998,1762,8,2,576,157000
1384,25339,5,1416,1416,7,2,576,112000
1385,9060,6,698,1258,6,1,280,105000
1386,5436,4,796,1154,7,1,240,125500
1387,16692,7,1392,2784,12,2,564,250000
1388,8520,6,1664,2526,10,1,216,136000
1389,14892,9,1746,1746,7,3,758,377500
1390,6000,6,869,1218,6,2,440,131000
1391,9100,7,1525,1525,6,2,541,235000
1392,8944,5,1584,1584,8,3,792,124000
1393,7838,5,900,900,6,1,288,123000
1394,10800,6,1221,1912,7,2,672,163000
1395,4045,7,1500,1500,6,3,648,246578
1396,12665,8,1133,2482,9,3,642,281213
1397,57200,5,1687,1687,7,2,572,160000
1398,6120,5,939,1513,8,1,180,137500
1399,7200,5,1136,1904,7,1,240,138000
1400,6171,6,1160,1608,7,1,216,137450
1401,6000,6,950,1158,5,1,208,120000
1402,7415,6,864,1593,8,2,398,193000
1403,6762,7,1294,1294,6,2,662,193879
1404,15256,8,1464,1464,6,3,754,282922
1405,10410,3,694,1214,6,3,936,105000
1406,3842,8,1646,1646,5,2,482,275000
1407,8445,5,768,768,5,2,396,133000
1408,8780,5,833,833,5,0,0,112000
1409,7740,4,741,1363,6,2,528,125500
1410,20544,7,1236,2093,7,2,542,215000
1411,12420,7,944,1840,6,2,622,230000
1412,9600,6,1112,1668,6,1,271,140000
1413,7200,4,1040,1040,6,2,420,90000
1414,10994,8,1844,1844,7,2,620,257000
1415,13053,6,1053,1848,8,2,370,207000
1416,3635,7,1569,1569,7,3,660,175900
1417,11340,4,1246,2290,11,2,560,122500
1418,16545,8,1310,2450,7,3,1069,340000
1419,9204,5,1144,1144,6,1,336,124000
1420,16381,6,1844,1844,7,2,540,223000
1421,11700,6,708,1416,7,2,776,179900
1422,4043,6,1069,1069,4,2,440,127500
1423,4435,6,848,848,3,2,420,136500
1424,19690,6,1575,2201,8,2,432,274970
1425,9503,5,1344,1344,6,1,484,144000
1426,10721,6,1252,1252,7,2,528,142000
1427,10944,7,1223,2127,5,2,525,271000
1428,10930,5,1048,1558,6,1,288,140000
1429,7200,5,804,804,4,1,240,119000
1430,12546,6,1440,1440,7,2,467,182900
1431,21930,5,734,1838,7,2,372,192140
1432,4928,6,958,958,5,2,440,143750
1433,10800,4,968,968,5,1,216,64500
1434,10261,6,962,1792,8,2,451,186500
1435,17400,5,1126,1126,5,2,484,160000
1436,8400,6,1537,1537,7,2,462,174000
1437,9000,4,864,864,5,2,528,120500
1438,12444,8,1932,1932,7,3,774,394617
1439,7407,6,1236,1236,6,2,923,149700
1440,11584,7,1040,1725,6,2,550,197000
1441,11526,6,1423,2555,11,2,672,191000
1442,4426,6,848,848,3,2,420,149300
1443,11003,10,1026,2007,10,3,812,310000
1444,8854,6,952,952,4,1,192,121000
1445,8500,7,1422,1422,7,2,626,179600
1446,8400,6,913,913,6,1,240,129000
1447,26142,5,1188,1188,6,1,312,157900
1448,10000,8,1220,2090,8,2,556,240000
1449,11767,4,796,1346,6,1,384,112000
1450,1533,5,630,630,3,0,0,92000
1451,9000,5,896,1792,8,0,0,136000
1452,9262,8,1578,1578,7,3,840,287090
1453,3675,5,1072,1072,5,2,525,145000
1454,17217,5,1140,1140,6,0,0,84500
1455,7500,7,1221,1221,6,2,400,185000
1456,7917,6,953,1647,7,2,460,175000
1457,13175,6,2073,2073,7,2,500,210000
1458,9042,7,1188,2340,9,1,252,266500
1459,9717,5,1078,1078,5,1,240,142125
1460,9937,5,1256,1256,6,1,276,147500
